year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,origin,dest,air_time,distance,hour,minute,tailnum
2013,11,3,1837.0,1840,-3.0,1955.0,2021,-26.0,EV,5274,LGA,BNA,110.0,764,18,40,N707EV
2013,11,3,1930.0,1935,-5.0,2102.0,2132,-30.0,EV,5287,LGA,MSN,118.0,812,19,35,N708EV
2013,11,3,2352.0,2359,-7.0,435.0,437,-2.0,B6,839,JFK,BQN,190.0,1576,23,59,N709JB
2013,11,3,855.0,900,-5.0,1216.0,1215,1.0,DL,422,JFK,LAX,353.0,2475,9,0,N709TW
2013,11,3,1320.0,1326,-6.0,1502.0,1524,-22.0,EV,5437,LGA,CMH,73.0,479,13,26,N710EV
2013,11,3,1810.0,1725,45.0,2021.0,1959,22.0,EV,5298,LGA,OMA,159.0,1148,17,25,N710EV
2013,11,3,738.0,745,-7.0,1036.0,1058,-22.0,DL,183,JFK,SEA,333.0,2422,7,45,N710TW
2013,11,3,1158.0,1200,-2.0,1516.0,1520,-4.0,DL,423,JFK,LAX,346.0,2475,12,0,N711ZX
2013,11,3,1051.0,1057,-6.0,1200.0,1229,-29.0,EV,5346,LGA,ROC,44.0,254,10,57,N713EV
2013,11,3,1244.0,1250,-6.0,1353.0,1415,-22.0,WN,144,LGA,MKE,112.0,738,12,50,N713SW
2013,11,3,1641.0,1645,-4.0,2004.0,2014,-10.0,DL,477,JFK,LAX,356.0,2475,16,45,N713TW
2013,11,3,935.0,920,15.0,1117.0,1121,-4.0,EV,5242,LGA,GSO,72.0,461,9,20,N716EV
2013,11,3,1429.0,1435,-6.0,1601.0,1625,-24.0,EV,5391,LGA,MSN,119.0,812,14,35,N716EV
2013,11,3,2101.0,2110,-9.0,2251.0,2306,-15.0,EV,4885,LGA,ILM,72.0,500,21,10,N716EV
2013,11,3,959.0,1000,-1.0,1326.0,1333,-7.0,DL,469,JFK,SFO,365.0,2586,10,0,N717TW
2013,11,3,1256.0,1300,-4.0,1631.0,1631,0.0,DL,432,JFK,SFO,364.0,2586,13,0,N718TW
2013,11,3,1530.0,1529,1.0,1636.0,1657,-21.0,EV,5455,LGA,SYR,39.0,198,15,29,N720EV
2013,11,3,1947.0,1955,-8.0,2148.0,2146,2.0,EV,5038,LGA,BHM,139.0,866,19,55,N720EV
2013,11,3,656.0,700,-4.0,1021.0,1021,0.0,DL,1415,JFK,SLC,288.0,1990,7,0,N721TW
2013,11,3,1830.0,1830,0.0,2203.0,2215,-12.0,DL,434,JFK,SFO,356.0,2586,18,30,N721TW
2013,11,3,625.0,630,-5.0,859.0,919,-20.0,B6,1099,LGA,MCO,134.0,950,6,30,N729JB
2013,11,3,1326.0,1330,-4.0,1624.0,1634,-10.0,B6,431,LGA,SRQ,149.0,1047,13,30,N729JB
2013,11,3,2048.0,2100,-12.0,2344.0,2345,-1.0,B6,499,LGA,MCO,136.0,950,21,0,N729JB
2013,11,3,1227.0,1150,37.0,1344.0,1325,19.0,WN,3566,LGA,BNA,115.0,764,11,50,N731SA
2013,11,3,1936.0,1935,1.0,2254.0,2226,28.0,UA,1429,EWR,LAS,328.0,2227,19,35,N73291
2013,11,3,1657.0,1700,-3.0,1823.0,1840,-17.0,WN,2960,LGA,BNA,114.0,764,17,0,N733SA
2013,11,3,2027.0,2028,-1.0,2324.0,2340,-16.0,UA,1680,EWR,MIA,141.0,1085,20,28,N73445
2013,11,3,1339.0,1343,-4.0,1526.0,1551,-25.0,US,1802,JFK,CLT,86.0,541,13,43,N737US
2013,11,3,857.0,906,-9.0,1102.0,1114,-12.0,EV,5133,EWR,DTW,91.0,488,9,6,N740EV
2013,11,3,2050.0,2100,-10.0,2202.0,2214,-12.0,US,2197,LGA,DCA,36.0,214,21,0,N742PS
2013,11,3,943.0,950,-7.0,1106.0,1115,-9.0,WN,218,LGA,MKE,111.0,738,9,50,N745SW
2013,11,3,1048.0,1056,-8.0,1223.0,1230,-7.0,EV,5309,LGA,BGR,57.0,378,10,56,N748EV
2013,11,3,1550.0,1555,-5.0,1728.0,1740,-12.0,EV,5091,LGA,PIT,54.0,335,15,55,N748EV
2013,11,3,2100.0,2100,0.0,2228.0,2239,-11.0,EV,5048,LGA,RIC,46.0,292,21,0,N748EV
2013,11,3,1314.0,1259,15.0,1511.0,1511,0.0,EV,5207,LGA,CLT,86.0,544,12,59,N752EV
2013,11,3,1900.0,1900,0.0,2032.0,2035,-3.0,EV,5383,LGA,ROC,44.0,254,19,0,N752EV
2013,11,3,1124.0,1128,-4.0,1303.0,1324,-21.0,EV,5373,LGA,GSO,72.0,461,11,28,N753EV
2013,11,3,1633.0,1635,-2.0,1800.0,1810,-10.0,EV,5293,LGA,ORF,53.0,296,16,35,N753EV
2013,11,3,1355.0,1400,-5.0,1517.0,1515,2.0,US,2183,LGA,DCA,41.0,214,14,0,N753US
2013,11,3,1756.0,1800,-4.0,1857.0,1919,-22.0,US,2191,LGA,DCA,40.0,214,18,0,N753US
2013,11,3,1602.0,1559,3.0,1846.0,1858,-12.0,UA,1245,EWR,MCO,137.0,937,15,59,N75428
2013,11,3,2003.0,2001,2.0,2334.0,2314,20.0,UA,1224,EWR,LAX,346.0,2454,20,1,N75435
2013,11,3,927.0,900,27.0,1057.0,1025,32.0,UA,1030,EWR,ORD,111.0,719,9,0,N75858
2013,11,3,1310.0,1310,0.0,1836.0,1854,-18.0,UA,15,EWR,HNL,600.0,4963,13,10,N76064
2013,11,3,916.0,845,31.0,1208.0,1206,2.0,EV,4935,LGA,SRQ,140.0,1047,8,45,N760EV
2013,11,3,1616.0,1621,-5.0,1818.0,1839,-21.0,EV,5601,LGA,CLT,82.0,544,16,21,N760EV
2013,11,3,2146.0,2159,-13.0,2308.0,2322,-14.0,EV,5311,LGA,BGR,55.0,378,21,59,N760EV
2013,11,3,743.0,745,-2.0,1026.0,1043,-17.0,B6,1717,LGA,TPA,143.0,1010,7,45,N760JB
2013,11,3,1445.0,1445,0.0,1743.0,1757,-14.0,B6,1171,LGA,FLL,146.0,1076,14,45,N760JB
2013,11,3,1333.0,1329,4.0,1529.0,1520,9.0,EV,5023,LGA,RDU,67.0,431,13,29,N761ND
2013,11,3,1538.0,1528,10.0,1901.0,1846,15.0,UA,1246,EWR,SFO,366.0,2565,15,28,N76254
2013,11,3,1827.0,1829,-2.0,2022.0,2011,11.0,UA,1053,EWR,CLE,63.0,404,18,29,N76265
2013,11,3,1709.0,1700,9.0,1839.0,1838,1.0,UA,1048,LGA,ORD,116.0,733,17,0,N76505
2013,11,3,830.0,830,0.0,1137.0,1141,-4.0,UA,1182,EWR,MIA,147.0,1085,8,30,N76508
2013,11,3,1745.0,1725,20.0,2044.0,2032,12.0,UA,1078,EWR,SAT,210.0,1569,17,25,N76508
2013,11,3,1357.0,1352,5.0,1717.0,1704,13.0,UA,1663,EWR,SFO,361.0,2565,13,52,N76515
2013,11,3,1415.0,1415,0.0,1650.0,1707,-17.0,UA,1232,EWR,IAH,191.0,1400,14,15,N76516
2013,11,3,1750.0,1655,55.0,2052.0,2000,52.0,UA,1158,EWR,MIA,151.0,1085,16,55,N76522
2013,11,3,1723.0,1724,-1.0,1818.0,1844,-26.0,UA,1022,EWR,BOS,34.0,200,17,24,N76523
2013,11,3,1349.0,1340,9.0,1719.0,1715,4.0,WN,1835,EWR,PHX,313.0,2133,13,40,N767SW
2013,11,3,1124.0,1130,-6.0,1320.0,1332,-12.0,US,2021,LGA,CLT,86.0,544,11,30,N767UW
2013,11,3,1648.0,1630,18.0,1935.0,1935,0.0,WN,1289,EWR,HOU,201.0,1411,16,30,N7714B
2013,11,3,1032.0,1029,3.0,1312.0,1315,-3.0,UA,1090,EWR,IAH,197.0,1400,10,29,N77295
2013,11,3,1827.0,1830,-3.0,2046.0,2040,6.0,DL,1531,EWR,DTW,83.0,488,18,30,N774NC
2013,11,3,1314.0,1313,1.0,1615.0,1609,6.0,B6,505,EWR,FLL,156.0,1065,13,13,N779JB
2013,11,3,1308.0,1315,-7.0,1422.0,1445,-23.0,WN,2868,EWR,BNA,111.0,748,13,15,N782SA
2013,11,3,1629.0,1635,-6.0,1946.0,1952,-6.0,B6,423,JFK,LAX,344.0,2475,16,35,N784JB
2013,11,3,1625.0,1629,-4.0,1725.0,1749,-24.0,UA,1554,EWR,BOS,37.0,200,16,29,N78509
2013,11,3,1246.0,1251,-5.0,1448.0,1515,-27.0,UA,1178,EWR,MSY,165.0,1167,12,51,N78511
2013,11,3,2054.0,2059,-5.0,2201.0,2211,-10.0,UA,1066,EWR,BOS,36.0,200,20,59,N78511
2013,11,3,1608.0,1611,-3.0,1853.0,1915,-22.0,B6,753,JFK,PBI,142.0,1028,16,11,N789JB
2013,11,3,1807.0,1810,-3.0,2106.0,2129,-23.0,B6,1013,JFK,LGB,345.0,2465,18,10,N793JB
2013,11,3,1053.0,1059,-6.0,1338.0,1405,-27.0,B6,971,LGA,FLL,144.0,1076,10,59,N794JB
2013,11,3,1158.0,1155,3.0,1514.0,1507,7.0,UA,1289,EWR,SFO,358.0,2565,11,55,N79521
2013,11,3,2040.0,2040,0.0,13.0,2359,14.0,B6,523,JFK,LAX,350.0,2475,20,40,N796JB
2013,11,3,1340.0,1343,-3.0,1452.0,1514,-22.0,UA,643,EWR,ORD,111.0,719,13,43,N801UA
2013,11,3,2000.0,2000,0.0,2137.0,2132,5.0,UA,695,LGA,ORD,112.0,733,20,0,N801UA
2013,11,3,753.0,800,-7.0,911.0,933,-22.0,UA,449,LGA,ORD,110.0,733,8,0,N802UA
2013,11,3,1455.0,1433,22.0,1749.0,1732,17.0,UA,365,EWR,SAN,336.0,2425,14,33,N802UA
2013,11,3,1151.0,1200,-9.0,1504.0,1525,-21.0,UA,998,EWR,PHX,292.0,2133,12,0,N803UA
2013,11,3,839.0,845,-6.0,1145.0,1206,-21.0,B6,795,JFK,AUS,209.0,1521,8,45,N804JB
2013,11,3,1820.0,1830,-10.0,2125.0,2124,1.0,B6,183,JFK,MCO,135.0,944,18,30,N804JB
2013,11,3,851.0,900,-9.0,1008.0,1034,-26.0,UA,673,LGA,ORD,121.0,733,9,0,N804UA
2013,11,3,844.0,848,-4.0,1223.0,1226,-3.0,B6,15,JFK,SFO,374.0,2586,8,48,N805JB
2013,11,3,1055.0,1100,-5.0,1211.0,1223,-12.0,UA,798,EWR,ORD,115.0,719,11,0,N806UA
2013,11,3,645.0,700,-15.0,1011.0,1015,-4.0,B6,23,JFK,LAX,357.0,2475,7,0,N807JB
2013,11,3,2015.0,2018,-3.0,2304.0,2313,-9.0,B6,153,JFK,PBI,137.0,1028,20,18,N807JB
2013,11,3,2012.0,2019,-7.0,2357.0,2355,2.0,B6,915,JFK,SFO,363.0,2586,20,19,N809JB
2013,11,3,1530.0,1537,-7.0,1659.0,1729,-30.0,UA,494,LGA,CLE,71.0,419,15,37,N811UA
2013,11,3,1000.0,1000,0.0,1124.0,1128,-4.0,UA,654,EWR,ORD,113.0,719,10,0,N812UA
2013,11,3,1424.0,1430,-6.0,1629.0,1634,-5.0,OO,4483,EWR,MSP,166.0,1008,14,30,N813SK
2013,11,3,2031.0,2029,2.0,2346.0,2335,11.0,UA,207,EWR,AUS,215.0,1504,20,29,N813UA
2013,11,3,650.0,700,-10.0,813.0,833,-20.0,UA,331,LGA,ORD,113.0,733,7,0,N816UA
2013,11,3,1348.0,1355,-7.0,1623.0,1639,-16.0,UA,431,EWR,DFW,196.0,1372,13,55,N816UA
2013,11,3,632.0,629,3.0,947.0,952,-5.0,UA,421,EWR,SFO,345.0,2565,6,29,N817UA
2013,11,3,1706.0,1659,7.0,1826.0,1840,-14.0,UA,708,EWR,ORD,115.0,719,16,59,N818UA
2013,11,3,1555.0,1600,-5.0,1721.0,1739,-18.0,UA,269,LGA,ORD,115.0,733,16,0,N820UA
2013,11,3,1926.0,1932,-6.0,2309.0,2305,4.0,B6,161,JFK,SMF,352.0,2521,19,32,N821JB
2013,11,3,1900.0,1900,0.0,2106.0,2041,25.0,UA,237,EWR,ORD,119.0,719,19,0,N822UA
2013,11,3,1935.0,1938,-3.0,2104.0,2058,6.0,EV,5714,JFK,IAD,52.0,228,19,38,N826AS
2013,11,3,955.0,955,0.0,1059.0,1108,-9.0,UA,276,EWR,BOS,36.0,200,9,55,N826UA
2013,11,3,1445.0,1425,20.0,1740.0,1732,8.0,UA,527,EWR,LAX,328.0,2454,14,25,N826UA
2013,11,3,555.0,600,-5.0,700.0,716,-16.0,EV,5716,JFK,IAD,45.0,228,6,0,N827AS
2013,11,3,1431.0,1430,1.0,1556.0,1553,3.0,EV,5713,LGA,IAD,49.0,229,14,30,N827AS
2013,11,3,801.0,804,-3.0,1107.0,1107,0.0,UA,398,EWR,PDX,328.0,2434,8,4,N827UA
2013,11,3,1926.0,1930,-4.0,2041.0,2049,-8.0,EV,5769,LGA,IAD,49.0,229,19,30,N829AS
2013,11,3,2030.0,2040,-10.0,2251.0,2300,-9.0,9E,4033,LGA,TYS,102.0,647,20,40,N830AY
2013,11,3,1228.0,1230,-2.0,1405.0,1420,-15.0,WN,2639,LGA,STL,135.0,888,12,30,N8325D
2013,11,3,949.0,1000,-11.0,1106.0,1131,-25.0,EV,5736,LGA,IAD,49.0,229,10,0,N832AS
2013,11,3,747.0,751,-4.0,1035.0,1043,-8.0,UA,450,EWR,DFW,198.0,1372,7,51,N832UA
2013,11,3,1651.0,1659,-8.0,1940.0,1949,-9.0,UA,246,EWR,DFW,195.0,1372,16,59,N832UA
2013,11,3,948.0,959,-11.0,1054.0,1115,-21.0,EV,5711,JFK,IAD,47.0,228,9,59,N833AS
2013,11,3,1410.0,1408,2.0,1514.0,1528,-14.0,EV,5712,JFK,IAD,47.0,228,14,8,N833AS
2013,11,3,724.0,730,-6.0,1047.0,1100,-13.0,VX,11,JFK,SFO,363.0,2586,7,30,N839VA
2013,11,3,1950.0,2000,-10.0,2053.0,2117,-24.0,9E,2950,JFK,BWI,35.0,184,20,0,N8409N
2013,11,3,1853.0,1900,-7.0,2116.0,2124,-8.0,9E,3992,LGA,GSP,88.0,610,19,0,N8412F
2013,11,3,938.0,945,-7.0,1226.0,1230,-4.0,VX,251,JFK,LAS,319.0,2248,9,45,N842VA
2013,11,3,2000.0,2000,0.0,2319.0,2315,4.0,VX,415,JFK,LAX,354.0,2475,20,0,N845VA
2013,11,3,1108.0,1115,-7.0,1319.0,1337,-18.0,9E,3673,LGA,TYS,100.0,647,11,15,N8477R
2013,11,3,921.0,929,-8.0,1232.0,1234,-2.0,UA,456,EWR,FLL,151.0,1065,9,29,N851UA
2013,11,3,1725.0,1730,-5.0,2013.0,2032,-19.0,UA,312,EWR,SAN,329.0,2425,17,30,N851UA
2013,11,3,1430.0,1436,-6.0,1559.0,1610,-11.0,UA,460,EWR,CLE,67.0,404,14,36,N855UA
2013,11,3,1951.0,1930,21.0,2310.0,2237,33.0,UA,208,EWR,SEA,327.0,2402,19,30,N855UA
2013,11,3,1653.0,1645,8.0,1814.0,1815,-1.0,WN,1104,LGA,MDW,115.0,725,16,45,N8615E
2013,11,3,1308.0,1315,-7.0,1501.0,1523,-22.0,9E,3795,EWR,CVG,94.0,569,13,15,N8665A
2013,11,3,1911.0,1909,2.0,2026.0,2050,-24.0,9E,2937,JFK,IAD,52.0,228,19,9,N8745B
2013,11,3,804.0,815,-11.0,944.0,951,-7.0,9E,2946,JFK,BUF,55.0,301,8,15,N8797A
2013,11,3,1623.0,1625,-2.0,1801.0,1822,-21.0,9E,2943,JFK,RDU,65.0,427,16,25,N8797A
2013,11,3,919.0,930,-11.0,1050.0,1104,-14.0,9E,3579,LGA,IAD,46.0,229,9,30,N8800G
2013,11,3,1648.0,1450,118.0,1803.0,1624,99.0,9E,2936,JFK,IAD,51.0,228,14,50,N8800G
2013,11,3,1650.0,1700,-10.0,1851.0,1913,-22.0,9E,3932,EWR,CVG,94.0,569,17,0,N8808H
2013,11,3,1245.0,1244,1.0,1457.0,1446,11.0,9E,3629,EWR,DTW,87.0,488,12,44,N8891A
2013,11,3,751.0,755,-4.0,920.0,942,-22.0,9E,2939,JFK,PIT,65.0,340,7,55,N8905F
2013,11,3,825.0,829,-4.0,1020.0,1048,-28.0,9E,2959,JFK,CVG,92.0,589,8,29,N8971A
2013,11,3,1450.0,1450,0.0,1611.0,1616,-5.0,9E,2940,JFK,BWI,42.0,184,14,50,N8972E
2013,11,3,1938.0,1945,-7.0,2046.0,2101,-15.0,9E,2951,JFK,PHL,27.0,94,19,45,N8972E
2013,11,3,1825.0,1830,-5.0,2013.0,2052,-39.0,9E,2954,JFK,CHS,86.0,636,18,30,N8977A
2013,11,3,1207.0,1215,-8.0,1457.0,1515,-18.0,DL,1685,LGA,MCO,134.0,950,12,15,N901DE
2013,11,3,1932.0,1930,2.0,2224.0,2230,-6.0,DL,1485,LGA,MCO,131.0,950,19,30,N901DE
2013,11,3,755.0,800,-5.0,1008.0,1033,-25.0,DL,2047,LGA,ATL,107.0,762,8,0,N902DE
2013,11,3,1504.0,1450,14.0,1721.0,1712,9.0,9E,2903,JFK,CLT,87.0,541,14,50,N902XJ
2013,11,3,1839.0,1845,-6.0,2035.0,2030,5.0,9E,2908,JFK,BUF,61.0,301,18,45,N903XJ
2013,11,3,801.0,805,-4.0,1042.0,1108,-26.0,9E,2919,JFK,TPA,144.0,1005,8,5,N904XJ
2013,11,3,1556.0,1550,6.0,1723.0,1745,-22.0,9E,2927,JFK,ORD,118.0,740,15,50,N904XJ
2013,11,3,1849.0,1900,-11.0,2118.0,2136,-18.0,DL,947,LGA,ATL,109.0,762,19,0,N905DE
2013,11,3,1930.0,1935,-5.0,2055.0,2120,-25.0,9E,2909,JFK,RIC,45.0,288,19,35,N905XJ
2013,11,3,944.0,950,-6.0,1115.0,1123,-8.0,FL,160,LGA,CAK,64.0,397,9,50,N906AT
2013,11,3,1732.0,1459,153.0,1950.0,1738,132.0,DL,2347,LGA,ATL,106.0,762,14,59,N906DE
2013,11,3,2057.0,2100,-3.0,2317.0,2328,-11.0,DL,1247,LGA,ATL,104.0,762,21,0,N906DL
2013,11,3,1645.0,1650,-5.0,1847.0,1906,-19.0,9E,2910,JFK,CVG,97.0,589,16,50,N906XJ
2013,11,3,1240.0,1200,40.0,1341.0,1314,27.0,9E,2902,JFK,BOS,36.0,187,12,0,N907XJ
2013,11,3,1622.0,1625,-3.0,1717.0,1754,-37.0,9E,2904,JFK,BOS,33.0,187,16,25,N907XJ
2013,11,3,555.0,600,-5.0,703.0,717,-14.0,EV,5747,LGA,IAD,44.0,229,6,0,N909EV
2013,11,3,1245.0,1215,30.0,1356.0,1353,3.0,9E,3305,LGA,MKE,109.0,738,12,15,N910XJ
2013,11,3,1900.0,1900,0.0,2121.0,2124,-3.0,9E,3445,LGA,DSM,156.0,1031,19,0,N910XJ
2013,11,3,735.0,740,-5.0,930.0,954,-24.0,9E,2916,JFK,DTW,88.0,509,7,40,N913XJ
2013,11,3,1452.0,1459,-7.0,1607.0,1635,-28.0,9E,2913,JFK,DCA,50.0,213,14,59,N913XJ
2013,11,3,804.0,800,4.0,1018.0,1021,-3.0,DL,783,JFK,MSP,162.0,1029,8,0,N914DE
2013,11,3,1905.0,1910,-5.0,2139.0,2209,-30.0,DL,2159,JFK,MCO,126.0,944,19,10,N914DL
2013,11,3,1054.0,1100,-6.0,1322.0,1352,-30.0,DL,695,JFK,MCO,130.0,944,11,0,N915DE
2013,11,3,1827.0,1830,-3.0,2118.0,2149,-31.0,DL,413,JFK,MIA,144.0,1089,18,30,N915DE
2013,11,3,1752.0,1800,-8.0,2025.0,2039,-14.0,DL,2147,LGA,ATL,112.0,762,18,0,N915DL
2013,11,3,825.0,830,-5.0,947.0,944,3.0,9E,2901,JFK,BOS,37.0,187,8,30,N915XJ
2013,11,3,1855.0,1900,-5.0,2024.0,2056,-32.0,9E,2928,JFK,ORD,119.0,740,19,0,N915XJ
2013,11,3,910.0,915,-5.0,1152.0,1219,-27.0,DL,1885,LGA,MCO,135.0,950,9,15,N916DE
2013,11,3,621.0,630,-9.0,905.0,905,0.0,DL,479,JFK,ATL,111.0,760,6,30,N917DL
2013,11,3,1809.0,1815,-6.0,2043.0,2055,-12.0,WN,4349,EWR,MSY,163.0,1167,18,15,N917WN
2013,11,3,2014.0,2000,14.0,2248.0,2239,9.0,DL,1147,LGA,ATL,101.0,762,20,0,N918DE
2013,11,3,1125.0,1130,-5.0,1333.0,1344,-11.0,DL,2219,LGA,MSP,160.0,1020,11,30,N918DL
2013,11,3,1354.0,1355,-1.0,1524.0,1525,-1.0,WN,3,LGA,MDW,113.0,725,13,55,N918WN
2013,11,3,825.0,830,-5.0,947.0,955,-8.0,9E,2912,JFK,DCA,46.0,213,8,30,N918XJ
2013,11,3,1440.0,1445,-5.0,1654.0,1720,-26.0,9E,2918,JFK,IND,102.0,665,14,45,N918XJ
2013,11,3,1906.0,1845,21.0,2045.0,2022,23.0,9E,3513,LGA,MKE,110.0,738,18,45,N921XJ
2013,11,3,1156.0,1151,5.0,1415.0,1419,-4.0,FL,63,LGA,ATL,111.0,762,11,51,N922AT
2013,11,3,1028.0,945,43.0,1217.0,1213,4.0,9E,3374,LGA,GSP,88.0,610,9,45,N922XJ
2013,11,3,1556.0,1600,-4.0,1825.0,1841,-16.0,DL,847,LGA,ATL,109.0,762,16,0,N923DL
2013,11,3,917.0,925,-8.0,1231.0,1305,-34.0,WN,3085,EWR,AUS,215.0,1504,9,25,N927WN
2013,11,3,1205.0,1205,0.0,1436.0,1452,-16.0,9E,3508,LGA,JAX,120.0,833,12,5,N927XJ
2013,11,3,1829.0,1834,-5.0,2052.0,2100,-8.0,9E,2923,JFK,MSP,155.0,1029,18,34,N927XJ
2013,11,3,1254.0,1300,-6.0,1530.0,1538,-8.0,DL,781,LGA,ATL,113.0,762,13,0,N928DL
2013,11,3,1815.0,1815,0.0,2102.0,2127,-25.0,9E,2915,JFK,DFW,205.0,1391,18,15,N928XJ
2013,11,3,1420.0,1425,-5.0,1644.0,1653,-9.0,FL,1070,LGA,ATL,111.0,762,14,25,N929AT
2013,11,3,1925.0,1920,5.0,2057.0,2111,-14.0,9E,2931,JFK,PIT,66.0,340,19,20,N929XJ
2013,11,3,824.0,830,-6.0,943.0,1013,-30.0,9E,2926,JFK,ORD,113.0,740,8,30,N931XJ
2013,11,3,1557.0,1600,-3.0,1756.0,1824,-28.0,9E,2917,JFK,DTW,88.0,509,16,0,N931XJ
2013,11,3,1444.0,1450,-6.0,1633.0,1632,1.0,9E,2907,JFK,BUF,60.0,301,14,50,N932XJ
2013,11,3,2031.0,2035,-4.0,2147.0,2200,-13.0,9E,2914,JFK,DCA,45.0,213,20,35,N932XJ
2013,11,3,1948.0,1920,28.0,2200.0,2202,-2.0,9E,2925,JFK,MSY,160.0,1182,19,20,N933XJ
2013,11,3,855.0,900,-5.0,1119.0,1130,-11.0,DL,394,EWR,ATL,102.0,746,9,0,N935AT
2013,11,3,1526.0,1530,-4.0,1733.0,1753,-20.0,DL,1942,EWR,ATL,105.0,746,15,30,N935AT
2013,11,3,1555.0,1547,8.0,1824.0,1824,0.0,9E,3488,LGA,MCI,164.0,1107,15,47,N936XJ
2013,11,3,2033.0,2030,3.0,2153.0,2205,-12.0,WN,3494,EWR,MDW,110.0,711,20,30,N939WN
2013,11,3,1353.0,1359,-6.0,1616.0,1632,-16.0,DL,2247,LGA,ATL,108.0,762,13,59,N942DL
2013,11,3,1155.0,1200,-5.0,1419.0,1437,-18.0,DL,1947,LGA,ATL,112.0,762,12,0,N943DL
2013,11,3,1826.0,1830,-4.0,2021.0,2047,-26.0,DL,415,JFK,DTW,86.0,509,18,30,N943DL
2013,11,3,856.0,900,-4.0,1009.0,1023,-14.0,US,2173,LGA,DCA,44.0,214,9,0,N944UW
2013,11,3,1309.0,1315,-6.0,1405.0,1435,-30.0,US,1752,LGA,PHL,30.0,96,13,15,N944UW
2013,11,3,1246.0,1246,0.0,1435.0,1450,-15.0,DL,1131,LGA,DTW,85.0,502,12,46,N945DL
2013,11,3,1614.0,1620,-6.0,1839.0,1835,4.0,DL,1619,LGA,MSP,162.0,1020,16,20,N946DL
2013,11,3,1152.0,1200,-8.0,1249.0,1309,-20.0,US,2146,LGA,BOS,34.0,184,12,0,N946UW
2013,11,3,1547.0,1600,-13.0,1643.0,1718,-35.0,US,2154,LGA,BOS,33.0,184,16,0,N946UW
2013,11,3,1946.0,2000,-14.0,2058.0,2115,-17.0,US,2162,LGA,BOS,35.0,184,20,0,N946UW
2013,11,3,724.0,730,-6.0,820.0,836,-16.0,US,1736,LGA,PHL,34.0,96,7,30,N947UW
2013,11,3,1334.0,1340,-6.0,1642.0,1652,-10.0,DL,1779,LGA,FLL,157.0,1076,13,40,N949DL
2013,11,3,1552.0,1600,-8.0,1653.0,1719,-26.0,US,2187,LGA,DCA,42.0,214,16,0,N949UW
2013,11,3,1956.0,2000,-4.0,2117.0,2119,-2.0,US,2195,LGA,DCA,48.0,214,20,0,N949UW
2013,11,3,1945.0,1935,10.0,2201.0,2203,-2.0,FL,1346,LGA,ATL,105.0,762,19,35,N950AT
2013,11,3,1658.0,1700,-2.0,1927.0,1939,-12.0,DL,221,LGA,ATL,108.0,762,17,0,N950DL
2013,11,3,926.0,930,-4.0,1034.0,1047,-13.0,US,1761,LGA,PHL,38.0,96,9,30,N950UW
2013,11,3,1844.0,1845,-1.0,2118.0,2152,-34.0,DL,2391,JFK,TPA,132.0,1005,18,45,N952DL
2013,11,3,555.0,600,-5.0,643.0,705,-22.0,US,1739,LGA,PHL,33.0,96,6,0,N952UW
2013,11,3,1353.0,1400,-7.0,1516.0,1507,9.0,US,2150,LGA,BOS,34.0,184,14,0,N953UW
2013,11,3,1748.0,1800,-12.0,1857.0,1919,-22.0,US,2158,LGA,BOS,37.0,184,18,0,N953UW
2013,11,3,2035.0,2033,2.0,2204.0,2206,-2.0,FL,1159,LGA,CAK,64.0,397,20,33,N955AT
2013,11,3,1256.0,1300,-4.0,1414.0,1413,1.0,US,2181,LGA,DCA,49.0,214,13,0,N955UW
2013,11,3,1709.0,1700,9.0,1820.0,1819,1.0,US,2189,LGA,DCA,43.0,214,17,0,N955UW
2013,11,3,2048.0,2100,-12.0,2154.0,2206,-12.0,US,2164,LGA,BOS,38.0,184,21,0,N955UW
2013,11,3,824.0,807,17.0,1114.0,1112,2.0,DL,1271,JFK,FLL,149.0,1069,8,7,N956DL
2013,11,3,1601.0,1550,11.0,1903.0,1910,-7.0,DL,2280,JFK,FLL,154.0,1069,15,50,N956DL
2013,11,3,1051.0,1100,-9.0,1148.0,1214,-26.0,US,2177,LGA,DCA,43.0,214,11,0,N961UW
2013,11,3,1454.0,1500,-6.0,1604.0,1619,-15.0,US,2185,LGA,DCA,47.0,214,15,0,N961UW
2013,11,3,1856.0,1900,-4.0,2032.0,2018,14.0,US,2193,LGA,DCA,53.0,214,19,0,N961UW
2013,11,3,1829.0,1729,60.0,2047.0,1955,52.0,FL,400,LGA,ATL,109.0,762,17,29,N964AT
2013,11,3,1645.0,1650,-5.0,1904.0,1920,-16.0,WN,356,LGA,DEN,235.0,1620,16,50,N965WN
2013,11,3,858.0,905,-7.0,1106.0,1133,-27.0,FL,275,LGA,ATL,104.0,762,9,5,N968AT
2013,11,3,857.0,900,-3.0,1129.0,1144,-15.0,DL,1747,LGA,ATL,108.0,762,9,0,N970DL
2013,11,3,1608.0,1610,-2.0,1807.0,1820,-13.0,DL,2231,LGA,DTW,82.0,502,16,10,N979DL
2013,11,3,1809.0,1810,-1.0,2020.0,2021,-1.0,DL,2019,LGA,MSP,156.0,1020,18,10,N985DL
2013,11,3,603.0,1645,798.0,829.0,1913,796.0,DL,2042,EWR,ATL,109.0,746,16,45,N990AT
